input	output	adv_input	adv_output	d_in	d_out	gain
its underlying mythology is a hodgepodge of inconsistencies that pose the question since when did dumb entertainment have to be this dumb \?	[ 0.9926304   0.00736956]	its underlying mythology is a hodgepodge of inconsistencies that pose the question since when did dumb entertainment have to be this dumb \?         fiorentino        fiorentino	[ 0.74993634  0.25006366]	0.0	0.0809722940041	809.722940041
god help the poor woman if attal is this insecure in real life his fictional yvan 's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse	[ 0.46290788  0.53709215]	god help the poor woman if attal is this insecure in real life his fictional yvan 's neuroses are aggravating enough to exhaust the patience of even the most understanding spouse             cagney           cagney	[ 0.10919489  0.8908051 ]	5.96046447754e-08	0.0809673136725	809.190821411
if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan	[ 0.24799116  0.75200886]	if you think that jennifer lopez has shown poor judgment in planning to marry ben affleck , wait till you see maid in manhattan     fiorentino        fiorentino	[ 0.00753735  0.99246264]	0.0	0.0798804397116	798.804397116
could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison \?	[ 0.24994305  0.7500569 ]	could the whole plan here have been to produce something that makes fatal attraction look like a classic by comparison \?     fiorentino    fiorentino	[ 0.00964603  0.990354  ]	0.0	0.0776753707559	776.753707559
though the book runs only about 300 pages , it is so densely packed that even an ambitious adaptation and elaborate production like mr schepisi 's seems skimpy and unclear	[ 0.99169457  0.00830542]	though the book runs only about 300 pages , it is so densely packed that even an ambitious adaptation and elaborate production like mr schepisi 's seems skimpy and unclear                         musset   musset	[ 0.76324886  0.23675112]	5.96046447754e-08	0.07424890187	742.046724386
one minute , you think you 're watching a serious actioner the next , it 's as though clips from the pink panther strikes again and or sailor moon have been spliced in	[ 0.23514089  0.76485914]	one minute , you think you 're watching a serious actioner the next , it 's as though clips from the pink panther strikes again and or sailor moon have been spliced in                     crudup crudup	[ 0.00847508  0.99152493]	5.96046447754e-08	0.0733696612803	733.259556049
let 's cut to the consumer advice bottom line stay home	[ 0.21684858  0.78315145]	let 's cut to the consumer advice bottom line stay home     crudup crudup	[ 0.00386662  0.9961334 ]	0.0	0.0731473636747	731.473636747
however , it lacks grandeur and that epic quality often associated with stevenson 's tale as well as with earlier disney efforts	[ 0.2663241  0.7336759]	however , it lacks grandeur and that epic quality often associated with stevenson 's tale as well as with earlier disney efforts       crudup         crudup	[ 0.02040152  0.97959846]	1.19209289551e-07	0.0714383079325	713.532482322
everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse	[ 0.1653862  0.8346138]	everytime you think undercover brother has run out of steam , it finds a new way to surprise and amuse     phoney       phoney	[ 0.5151823  0.4848177]	0.0	0.0706335553507	706.335553507
francophiles will snicker knowingly and you 'll want to slap them	[ 0.20754336  0.7924566 ]	francophiles will snicker knowingly and you 'll want to slap them      crudup  crudup	[ 0.00321231  0.99678767]	0.0	0.0705751944531	705.751944531
it 's frustrating to see these guys who are obviously pretty clever waste their talent on parodies of things they probably thought were funniest when they were high	[ 0.29533446  0.70466554]	it 's frustrating to see these guys who are obviously pretty clever waste their talent on parodies of things they probably thought were funniest when they were high                    crudup       crudup	[ 0.03435847  0.96564156]	0.0	0.069399868804	693.99868804
finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original	[ 0.01539865  0.9846014 ]	finds a way to tell a simple story , perhaps the simplest story of all , in a way that seems compelling and even original            phoney    phoney	[ 0.24528702  0.754713  ]	0.0	0.0687162569752	687.162569752
but i was n't	[ 0.18047957  0.8195204 ]	but i was n't    enthrall	[  7.79438410e-05   9.99922040e-01]	5.96046447754e-08	0.0667147153951	666.749740137
it will come as no surprise that the movie is n't scary	[ 0.21995379  0.7800462 ]	it will come as no surprise that the movie is n't scary     crudup    crudup	[ 0.01127495  0.98872507]	0.0	0.0637795333765	637.795333765
the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film	[ 0.21592131  0.7840787 ]	the piano teacher is the sort of movie that discourages american audiences from ever wanting to see another foreign film     musset        musset	[ 0.01171148  0.9882885 ]	0.0	0.0617093996462	617.093996462
in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel	[ 0.19786271  0.8021373 ]	in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel        nanette     nanette	[ 0.00632628  0.99367374]	1.19209289551e-07	0.0617800012278	617.064414174
though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following	[ 0.1853876  0.8146124]	though avary has done his best to make something out of ellis ' nothing novel , in the end , his rules is barely worth following              nanette  nanette	[ 0.00375017  0.99624985]	0.0	0.060904612892	609.04612892
despite a blue chip cast and a provocative title , writer director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux contemporary gravy	[ 0.30667248  0.69332755]	despite a blue chip cast and a provocative title , writer director peter mattei 's first feature microwaves dull leftover romantic motifs basted in faux contemporary gravy            crudup       crudup	[ 0.05266045  0.94733953]	0.0	0.0595434467328	595.434467328
another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through	[ 0.8089439   0.19105607]	another big , dumb action movie in the vein of xxx , the transporter is riddled with plot holes big enough for its titular hero to drive his sleek black bmw through           kirkegaard            kirkegaard	[ 0.48580763  0.51419234]	0.0	0.0588085398198	588.085398198
the overall feel of the film is pretty cheesy , but there 's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction	[ 0.98580766  0.01419235]	the overall feel of the film is pretty cheesy , but there 's still a real sense that the star trek tradition has been honored as best it can , given the embarrassing script and weak direction                  cagney  cagney	[ 0.78639024  0.21360977]	5.96046447754e-08	0.0580042166888	579.696640765
it 's hard not to feel you 've just watched a feature length video game with some really heavy back story	[ 0.1710761  0.8289239]	it 's hard not to feel you 've just watched a feature length video game with some really heavy back story         musset musset	[ 0.00231073  0.99768925]	0.0	0.0578585715483	578.585715483
there 's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career	[ 0.15147837  0.84852165]	there 's more scatological action in 8 crazy nights than a proctologist is apt to encounter in an entire career     enthrall       enthrall	[  9.36721800e-05   9.99906300e-01]	0.0	0.0552410157568	552.410157568
in the end , punch drunk love is one of those films that i wanted to like much more than i actually did	[ 0.16320668  0.8367933 ]	in the end , punch drunk love is one of those films that i wanted to like much more than i actually did                 nanette  nanette	[ 0.00225656  0.9977434 ]	1.19209289551e-07	0.0549134982651	548.481142178
star wars is back in a major way	[ 0.03283823  0.9671618 ]	star wars is back in a major way    hooliganism hooliganism	[ 0.24633627  0.7536637 ]	5.96046447754e-08	0.0528395302218	528.080541687
almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent	[ 0.04600308  0.9539969 ]	almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent              phoniness  phoniness	[ 0.26658338  0.7334166 ]	0.0	0.0502693346502	502.693346502
never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful	[ 0.21567884  0.7843212 ]	never engaging , utterly predictable and completely void of anything remotely interesting or suspenseful     crudup      crudup	[ 0.02292892  0.9770711 ]	0.0	0.0502292142709	502.292142709
adam sandler is to gary cooper what a gnat is to a racehorse	[ 0.1604441  0.8395559]	adam sandler is to gary cooper what a gnat is to a racehorse         crudup crudup	[ 0.00626944  0.99373055]	0.0	0.0476650087003	476.650087003
when \( de palma 's \) bad , he 's really bad , and femme fatale ranks with the worst he has done	[ 0.21968576  0.7803142 ]	when \( de palma 's \) bad , he 's really bad , and femme fatale ranks with the worst he has done        crudup     crudup	[ 0.02770487  0.9722951 ]	0.0	0.0476329665496	476.329665496
