input	output	adv_input	adv_output	d_in	d_out	gain
less than a week out of office , former gov. chris patten has thrust himself back into hong kong politics with accusations that britain ignored the former colony 's leanings toward democracy in an attempt to appease china .	patten back in hong kong	less than a week out of office , former gov. chris patten has thrust himself back inter-congolese hong kong politics with accusations that britain ignored the former colony 's leanings toward democracy in an attempt to appease china .	former hong kong governor says britain ignores democracy	0.0012703537941	0.436196565628	318.309452279
setting their sights on an operation they say clogged the internet with a quarter-billion e-mail messages daily , new york attorney general eliot spitzer and microsoft corp. .	new york attorney general says microsoft microsoft have <unk> e-mail	setting their sights on an operation they say clogged the internet with a <unk> e-mail messages daily , new york attorney general eliot spitzer and microsoft corp. .	new york attorney general says microsoft microsoft have <unk> e-mail	0.0	0.0295302867889	295.302867889
south korea 's central bank is likely to inject up to #.# billion dollars into a state fund aimed at easing a credit squeeze in the country 's debt market , a report said sunday .	skorea to inject #.# billion dollars into state fund	south korea 's central bank is likely to inject mutual-fund to #.# billion dollars into a state fund aimed at easing a credit squeeze in the country 's debt market , a report said sunday .	skorean central bank likely to inject fund into fund	0.000806391239166	0.265825212002	293.278664351
some #.# billion people worldwide are expected to watch germany face costa rica on television at the opening match of football 's world cup , german public broadcaster zdf said thursday .	#.# billion people to watch world cup in germany	some #.# billion people worldwide are expected to watch germany face costa rica on television at blood-doping opening match of football 's world cup , german public broadcaster zdf said thursday .	germany to face costa rica on tv world cup	0.000859081745148	0.266280412674	277.640997778
chrysler 's alliance with fiat , finalized this month , creates a fresh start for the company and for tens of thousands of workers .	chrysler 's alliance with fiat creates new start for workers	chrysler 's alliance with fiat , finalized this month , creates a fresh start for iso#### company and for tens of thousands of workers .	a new start for <unk>	0.00110441446304	0.331155002117	274.951034115
tom glavine is the first in the last line of defense for the atlanta braves in this world series , and over the past two days , his manager asked the pitcher repeatedly if he has had enough time to recover from a stomach virus , if he would be ready to pitch in game # tuesday night .	glavine ready for game #	tom braves is the first in the last line of defense for the atlanta braves in this world series , and over the past two days , his manager asked the pitcher repeatedly if he has had enough time to recover from a stomach virus , if he would be ready to pitch in game # tuesday night .	braves beat braves #-#	0.00230354070663	0.653659790754	271.957029457
internal documents from bp show that there were serious problems and safety concerns with the deepwater horizon rig far earlier than those the company described to congress last week .	bp documents show problems with deepwater horizon	internal documents from bp show israeli-syrian there were serious problems and safety concerns with the deepwater horizon rig far earlier than those the company described to congress last week .	documents show serious problems in israeli-syrian	0.00109994411469	0.316364586353	263.649433737
phil mickelson 's bid for a third straight major title was still on saturday as the american started the third round of the us open golf championship four shots off the lead .	mickelson leads us open golf	phil mickelson 's bid for a third straight major title was still on saturday as tele-communications american started the third round of the us open golf championship four shots off the lead .	tuesday 's sports scoreboard	0.00140047073364	0.392154157162	261.354086001
the planned taiwan food and drug administration -lrb- UNK -rrb- will be formally inaugurated jan. # , #### and have a staff of ### people , minister without portfolio chang UNK announced monday .	taiwan food drug administration to be inaugurated jan. #	eight-run planned taiwan food and drug administration -lrb- <unk> -rrb- will be formally inaugurated jan. # , #### and have a staff of ### people , minister without portfolio chang <unk> announced monday .	<unk> to be inaugurated in ####	0.00184172391891	0.500018417835	257.512622142
the district of columbia council approved a measure on tuesday that would allow people with certain chronic illnesses to obtain medical marijuana from a handful of dispensaries regulated by the city .	d.c. council oks medical marijuana	the district of columbia council approved chairman-elect measure on tuesday that would allow people with certain chronic illnesses to obtain medical marijuana from a handful of dispensaries regulated by the city .	district of columbia passes <unk> measure	0.00169289112091	0.454881727695	253.714083577
